"Ukazatel","IndicatorType","ČR, Reg. soudržnosti, Kraje","Uz012","Roky","CasR","Hodnota"
"Zemřelí na 1 000 obyvatel","5417","Plzeňský kraj","CZ032","2022","2022","11.19583858"
"Zemřelí na 1 000 obyvatel","5417","Plzeňský kraj","CZ032","2023","2023","10.01560277"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2000","2000","9.891693669"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2001","2001","10.28997525"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2002","2002","9.385668338"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2003","2003","10.17830951"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2004","2004","9.943303416"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2005","2005","9.793589352"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2006","2006","9.771056528"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2007","2007","9.554348537"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2008","2008","9.796582377"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2009","2009","10.22853469"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2010","2010","10.06764862"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2011","2011","10.14763491"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2012","2012","10.15590907"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2013","2013","10.58475277"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2014","2014","10.50753635"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2015","2015","10.94785364"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2016","2016","10.65193043"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2017","2017","11.50263757"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2018","2018","11.82247659"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2019","2019","11.54992928"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2020","2020","13.68517304"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2021","2021","16.18742443"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2022","2022","12.10372068"
"Zemřelí na 1 000 obyvatel","5417","Karlovarský kraj","CZ041","2023","2023","11.3437572"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2000","2000","10.60832511"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2001","2001","10.79195017"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2002","2002","11.33576263"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2003","2003","11.29473526"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2004","2004","10.87715493"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2005","2005","10.87636714"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2006","2006","10.59168385"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2007","2007","10.58843909"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2008","2008","10.55876723"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2009","2009","10.6407153"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2010","2010","10.66288903"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2011","2011","10.66986887"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2012","2012","10.82898091"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2013","2013","11.23338363"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2014","2014","10.72516729"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2015","2015","11.21959336"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2016","2016","11.01544448"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2017","2017","11.17259912"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2018","2018","11.37975578"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2019","2019","11.2219193"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2020","2020","13.17061146"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2021","2021","14.72804708"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2022","2022","12.19468539"
"Zemřelí na 1 000 obyvatel","5417","Ústecký kraj","CZ042","2023","2023","11.70925323"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2000","2000","10.54733835"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2001","2001","10.1729281"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2002","2002","10.46516525"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2003","2003","10.44261712"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2004","2004","10.17559869"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2005","2005","9.869987951"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2006","2006","9.639299865"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2007","2007","9.92573633"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2008","2008","9.855664426"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2009","2009","9.841684199"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2010","2010","9.672729093"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2011","2011","9.650059799"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2012","2012","10.0001596"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2013","2013","10.08728017"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2014","2014","9.903990994"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2015","2015","10.37909425"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2016","2016","9.961856427"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2017","2017","10.67506702"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2018","2018","10.65424539"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2019","2019","10.40079287"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2020","2020","11.85122337"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2021","2021","13.45134525"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2022","2022","11.21852971"
"Zemřelí na 1 000 obyvatel","5417","Liberecký kraj","CZ051","2023","2023","10.51171051"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2000","2000","10.51883105"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2001","2001","10.54388654"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2002","2002","10.41192058"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2003","2003","10.98006281"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2004","2004","10.50649457"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2005","2005","10.4189293"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2006","2006","10.36381715"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2007","2007","10.14671503"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2008","2008","9.983505356"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2009","2009","10.65984264"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2010","2010","10.01811307"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2011","2011","10.37451494"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2012","2012","10.52793291"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2013","2013","10.71998522"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2014","2014","10.17526689"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2015","2015","10.58646398"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2016","2016","10.30703386"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2017","2017","10.49835889"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2018","2018","10.93904352"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2019","2019","10.70557757"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2020","2020","12.13549551"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2021","2021","14.12435623"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2022","2022","11.17375037"
"Zemřelí na 1 000 obyvatel","5417","Královéhradecký kraj","CZ052","2023","2023","10.81322882"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2000","2000","10.09946081"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2001","2001","9.947222435"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2002","2002","10.31865506"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2003","2003","10.57289949"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2004","2004","10.30893144"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2005","2005","10.22246926"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2006","2006","10.189263"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2007","2007","10.08800973"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2008","2008","9.902609095"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2009","2009","9.698217373"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2010","2010","10.29459572"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2011","2011","10.39205052"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2012","2012","10.46263717"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2013","2013","10.4540493"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2014","2014","9.926197761"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2015","2015","10.5375915"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2016","2016","10.13255174"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2017","2017","10.41870069"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2018","2018","10.6486877"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2019","2019","10.66495761"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2020","2020","12.19642687"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2021","2021","13.6039728"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2022","2022","11.50299603"
"Zemřelí na 1 000 obyvatel","5417","Pardubický kraj","CZ053","2023","2023","10.23502654"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2000","2000","10.31632244"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2001","2001","10.00283263"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2002","2002","10.07415645"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2003","2003","10.4507199"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2004","2004","9.808963003"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2005","2005","10.46862745"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2006","2006","9.338425478"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2007","2007","9.520929461"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2008","2008","9.488964534"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2009","2009","9.884947286"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2010","2010","9.916472416"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2011","2011","9.826709273"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2012","2012","10.20860901"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2013","2013","10.04657978"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2014","2014","9.56851488"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2015","2015","10.16276518"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2016","2016","9.813683382"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2017","2017","10.39586053"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2018","2018","10.36700005"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2019","2019","11.06464849"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2020","2020","12.65065558"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2021","2021","12.78045333"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2022","2022","11.43161414"
"Zemřelí na 1 000 obyvatel","5417","Kraj Vysočina","CZ063","2023","2023","10.57214532"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2000","2000","10.61855969"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2001","2001","10.34285096"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2002","2002","10.6318453"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2003","2003","10.77055709"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2004","2004","10.32795167"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2005","2005","10.66901888"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2006","2006","10.31574108"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2007","2007","10.36972189"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2008","2008","9.847719731"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2009","2009","10.07035597"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2010","2010","10.03326784"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2011","2011","9.845161523"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2012","2012","10.03219831"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2013","2013","9.951419547"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2014","2014","9.737092522"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2015","2015","10.31559448"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2016","2016","9.973049486"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2017","2017","10.39833898"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2018","2018","10.58638727"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2019","2019","10.24774491"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2020","2020","11.73801324"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2021","2021","12.8931541"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2022","2022","11.03374371"
"Zemřelí na 1 000 obyvatel","5417","Jihomoravský kraj","CZ064","2023","2023","10.07747375"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2000","2000","10.49638846"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2001","2001","10.35552023"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2002","2002","10.48005886"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2003","2003","10.39566067"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2004","2004","10.00394996"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2005","2005","10.13958162"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2006","2006","9.849504944"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2007","2007","10.08262192"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2008","2008","10.02302819"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2009","2009","10.44482004"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2010","2010","10.51645651"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2011","2011","10.26691795"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2012","2012","10.50581888"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2013","2013","10.72787787"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2014","2014","10.15706428"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2015","2015","11.02199045"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2016","2016","10.61536302"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2017","2017","11.10825056"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2018","2018","10.99048766"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2019","2019","10.93743326"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2020","2020","12.86233691"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2021","2021","13.72806188"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2022","2022","11.87794031"
"Zemřelí na 1 000 obyvatel","5417","Olomoucký kraj","CZ071","2023","2023","11.03209596"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2000","2000","10.32008655"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2001","2001","10.11316796"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2002","2002","9.86590458"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2003","2003","10.71247679"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2004","2004","10.11014956"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2005","2005","10.61060519"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2006","2006","10.04629842"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2007","2007","9.947457627"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2008","2008","10.15417358"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2009","2009","10.33142061"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2010","2010","10.26489562"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2011","2011","10.46648892"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2012","2012","10.35697834"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2013","2013","10.83202351"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2014","2014","10.44673446"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2015","2015","10.75529899"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2016","2016","10.60335014"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2017","2017","10.95810057"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2018","2018","10.8739663"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2019","2019","10.79610784"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2020","2020","13.40617227"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2021","2021","13.93334194"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2022","2022","11.55774991"
"Zemřelí na 1 000 obyvatel","5417","Zlínský kraj","CZ072","2023","2023","10.80269758"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2000","2000","10.0480409"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2001","2001","10.27035251"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2002","2002","10.35396137"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2003","2003","10.61583582"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2004","2004","10.36161158"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2005","2005","10.37812948"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2006","2006","10.1263372"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2007","2007","10.13989177"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2008","2008","10.37780522"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2009","2009","10.60146187"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2010","2010","10.67934724"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2011","2011","10.85811917"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2012","2012","10.70465239"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2013","2013","10.85362396"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2014","2014","10.75408987"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2015","2015","11.15034533"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2016","2016","10.84084439"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2017","2017","11.23056702"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2018","2018","11.33312188"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2019","2019","11.45462596"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2020","2020","13.33841241"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2021","2021","14.67996407"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2022","2022","12.56044911"
"Zemřelí na 1 000 obyvatel","5417","Moravskoslezský kraj","CZ080","2023","2023","11.49021588"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2000","2000","-1.761109245"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2001","2001","-1.666635368"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2002","2002","-1.515277174"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2003","2003","-1.725505019"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2004","2004","-0.932014477"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2005","2005","-0.559600207"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2006","2006","0.135389883"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2007","2007","0.968352335"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2008","2008","1.401958946"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2009","2009","1.041510588"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2010","2010","0.980199476"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2011","2011","0.173864631"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2012","2012","0.036824576"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2013","2013","-0.229194596"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2014","2014","0.39858304"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2015","2015","-0.038793726"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2016","2016","0.465013529"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2017","2017","0.279710348"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2018","2018","0.10502116"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2019","2019","-0.012278191"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2020","2020","-1.783992849"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2021","2021","-2.675783389"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2022","2022","-1.758441939"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Česko","CZ","2023","2023","-1.989880164"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2000","2000","-3.355013092"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2001","2001","-3.030011625"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2002","2002","-3.143769417"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2003","2003","-2.953046475"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2004","2004","-1.473897515"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2005","2005","-0.620687075"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2006","2006","0.216293673"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2007","2007","0.824937691"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2008","2008","1.689408389"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2009","2009","1.708025063"
